1.168000000000000010e-01,2.536499999999999866e-01,5.749333333333332963e-01,1.293600000000000083e+00,1.897160000000000180e+00,3.182533333333333658e+00,4.472042857142857208e+00,4.909699999999999953e+00,5.582799999999999763e+00,6.565810000000000812e+00,7.927572727272728770e+00,9.978258333333334562e+00,1.161966153846153915e+01,1.300308571428571547e+01,1.464877333333333453e+01,1.565311874999999908e+01,1.696770588235294142e+01,1.820514999999999972e+01,1.947927368421052563e+01,2.146982999999999819e+01,2.335198095238095206e+01,2.463063636363636633e+01,2.714626956521739132e+01,2.981582916666666350e+01,3.380790799999999763e+01,3.701640769230769479e+01,3.937187037037037385e+01,4.225664999999999338e+01,4.686637586206895634e+01,4.465734000000000492e+01,4.772498064516127414e+01,4.918519687499998838e+01,5.075451818181818453e+01,5.470421764705881884e+01,5.535550571428571942e+01,5.689833888888889391e+01,5.911877567567568548e+01,6.322986578947368486e+01,6.573112051282053869e+01,6.870506249999999682e+01,7.132103658536584589e+01,7.500613333333333799e+01,7.825008837209301760e+01,8.138596363636362696e+01,8.306924888888889313e+01,8.758548695652174843e+01,9.009420425531916976e+01,9.264177500000000975e+01,9.554384489795918967e+01,9.809925799999999185e+01
1.180999999999999966e-01,2.598000000000000309e-01,6.008333333333333304e-01,1.304749999999999854e+00,1.888320000000000221e+00,2.836383333333333479e+00,7.137371428571428034e+00,7.930499999999999439e+00,8.464822222222220915e+00,9.869220000000000326e+00,1.151108181818181819e+01,1.575950000000000095e+01,1.947196153846153877e+01,2.086984999999999602e+01,2.221014000000000266e+01,2.507826875000000300e+01,2.631673529411764534e+01,2.936477222222222494e+01,3.144398947368420849e+01,3.447793499999999511e+01,3.656432857142857529e+01,3.731418181818182234e+01,4.068790434782609111e+01,4.387879999999999114e+01,4.453736399999999662e+01,4.956438846153845645e+01,5.623323703703703558e+01,6.013578214285713841e+01,6.566645172413794285e+01,6.625971666666666238e+01,7.281947419354838757e+01,7.473927187500002844e+01,7.623682121212119966e+01,8.027337058823528082e+01,8.066145714285714519e+01,8.257385555555556778e+01,8.558723783783786132e+01,9.216710263157894190e+01,9.581646666666665624e+01,9.893943249999999523e+01,1.031469829268292813e+02,9.407099761904761692e+01,9.829513488372091956e+01,1.012482090909090857e+02,1.050187666666666644e+02,1.098673500000000303e+02,1.143571276595744877e+02,1.189564854166666663e+02,1.249043102040816393e+02,1.310791460000000086e+02
1.187000000000000000e-01,2.567999999999999727e-01,5.970333333333334158e-01,1.313750000000000195e+00,2.039039999999999964e+00,3.313449999999999562e+00,1.077404285714285770e+01,1.251445000000000007e+01,1.351123333333333143e+01,1.466056000000000026e+01,1.656152727272727532e+01,1.988999166666666341e+01,2.286161538461538711e+01,2.347606428571428339e+01,2.528021333333333587e+01,2.653028125000000159e+01,2.720843529411764905e+01,3.061131666666666717e+01,3.130030526315789885e+01,3.347706000000000159e+01,3.364309047619047277e+01,3.803420909090908708e+01,4.342379130434783008e+01,4.700192916666666321e+01,5.149528000000000105e+01,5.574035769230768267e+01,5.981975555555555957e+01,6.439187857142856330e+01,7.373585517241380671e+01,7.762359999999998195e+01,8.573192258064516125e+01,8.833962500000001228e+01,8.993260606060606221e+01,9.650401176470589348e+01,9.296897428571429600e+01,9.706651111111109742e+01,9.666785135135135931e+01,1.031584263157894839e+02,1.081583589743589897e+02,1.120349025000000012e+02,1.159817756097560988e+02,1.166410571428571359e+02,1.198377813953488271e+02,1.223716431818181860e+02,1.231672777777777981e+02,1.337289326086956294e+02,1.356885617021276857e+02,1.433487666666666485e+02,1.469752408163265329e+02,1.512315379999999436e+02
1.139000000000000012e-01,2.451499999999999790e-01,5.625333333333332186e-01,1.268899999999999917e+00,1.831920000000000215e+00,2.659066666666666467e+00,6.279328571428571593e+00,7.484762500000000429e+00,8.198622222222221367e+00,9.161749999999999616e+00,1.056180909090909026e+01,1.237990833333333462e+01,1.448801538461538385e+01,1.597432857142857188e+01,1.885450666666666564e+01,2.072036250000000024e+01,2.267977647058823365e+01,2.434156111111111187e+01,2.541359473684210357e+01,2.759737000000000151e+01,2.909858095238095288e+01,3.089888636363636110e+01,3.569614782608695691e+01,3.736674166666666252e+01,3.924937200000001525e+01,4.241739615384615547e+01,4.313715925925926342e+01,4.468663928571428556e+01,4.740565862068964975e+01,4.604413999999999163e+01,4.707911290322580555e+01,4.744951874999999575e+01,4.854804848484848634e+01,5.032930294117647207e+01,5.364411714285715505e+01,5.488436666666666497e+01,5.663321621621620494e+01,6.020898157894738034e+01,6.270906410256408492e+01,6.588319500000000062e+01,6.976613658536585660e+01,7.317001428571427368e+01,8.103915348837209365e+01,8.740572954545456241e+01,9.094131333333335476e+01,9.807645217391302594e+01,1.051922191489361893e+02,1.143482875000000121e+02,1.167405204081632775e+02,1.223833499999999930e+02
1.151999999999999968e-01,2.477000000000000035e-01,5.719666666666666233e-01,1.278200000000000003e+00,1.841540000000000177e+00,2.556050000000000377e+00,5.748842857142856921e+00,6.912400000000000766e+00,7.370511111111111902e+00,8.228749999999999787e+00,9.564181818181818784e+00,1.228138333333333243e+01,1.435332307692307729e+01,1.585776428571428553e+01,1.821104000000000411e+01,2.024589375000000047e+01,2.212715882352941321e+01,2.362606666666666300e+01,2.491129999999999711e+01,2.784018000000000370e+01,2.825891428571428321e+01,2.952679545454545718e+01,3.319098260869564854e+01,3.487086666666666446e+01,3.564245200000000580e+01,3.809655384615384577e+01,3.913642222222221534e+01,4.066614285714285160e+01,4.613600344827586497e+01,4.838650666666667632e+01,4.965409032258065025e+01,4.998474374999998560e+01,5.113627272727273976e+01,5.821528529411764197e+01,6.098711142857142420e+01,6.524492222222222892e+01,7.259876216216214573e+01,7.625761842105262645e+01,7.986786410256409852e+01,8.422960750000000019e+01,9.160948780487804299e+01,9.296981904761904048e+01,1.021604372093023301e+02,1.033334477272727270e+02,1.053050377777777840e+02,1.104868608695652341e+02,1.155973106382978983e+02,1.160652000000000186e+02,1.188877714285714262e+02,1.258077360000000056e+02
1.218999999999999945e-01,2.602499999999999813e-01,6.258000000000000229e-01,1.343725000000000058e+00,2.100719999999999921e+00,1.162351666666666716e+01,1.680351428571428585e+01,1.782845000000000013e+01,2.125546666666666695e+01,2.350281000000000020e+01,2.753902727272727446e+01,3.289149166666666702e+01,3.682253076923076662e+01,3.870424285714285872e+01,4.482128000000000156e+01,3.879923124999999828e+01,3.371424117647058694e+01,3.489074999999999704e+01,3.528837368421053355e+01,4.298114999999999952e+01,5.030983809523809214e+01,6.189520454545453987e+01,6.573732173913043653e+01,7.138676666666665938e+01,8.187488799999999856e+01,9.254486153846151808e+01,8.888045555555555666e+01,9.136790357142857033e+01,9.767811724137932572e+01,1.007136099999999885e+02,1.013325677419354918e+02,9.931380312499999263e+01,9.920436969696970664e+01,1.039158852941176292e+02,9.858389428571430813e+01,1.017582944444444450e+02,1.066841729729729451e+02,1.194540684210526109e+02,1.232760358974359036e+02,1.292305150000000253e+02,1.322400170731707760e+02,1.374585166666666964e+02,1.424611069767441904e+02,1.397280068181818251e+02,1.383684444444444637e+02,1.442723847826086683e+02,1.468318276595744578e+02,1.525397187499999916e+02,1.571353448979591860e+02,1.650632880000000000e+02
1.164000000000000035e-01,2.542499999999999760e-01,5.802333333333333787e-01,1.303925000000000001e+00,1.897440000000000015e+00,2.727400000000000713e+00,9.854657142857144336e+00,1.296461249999999943e+01,1.261851111111111123e+01,1.329983999999999966e+01,1.463048181818181881e+01,1.851825000000000188e+01,2.095436923076922753e+01,2.283737142857142999e+01,2.453799333333333621e+01,2.541916874999999365e+01,2.659827058823529455e+01,2.768315555555555463e+01,2.981605789473684709e+01,3.370673499999999478e+01,3.527715238095237993e+01,4.122758636363636953e+01,4.740574347826087376e+01,5.001646666666666619e+01,5.933144400000000473e+01,6.790898461538462527e+01,7.418578518518518194e+01,7.547731785714286445e+01,8.202457586206897133e+01,8.626950000000000784e+01,9.063420322580647337e+01,9.414547187499999836e+01,9.736653030303031642e+01,1.049798941176470493e+02,1.088248457142857148e+02,1.118590777777777703e+02,1.195830567567567471e+02,1.191448578947368304e+02,1.237063871794871375e+02,1.303433474999999930e+02,1.356454536585365531e+02,1.410256166666666502e+02,1.460203837209302264e+02,1.518223772727272376e+02,1.548586711111110787e+02,1.680237847826087432e+02,1.708408489361702038e+02,1.733231749999999920e+02,1.669349224489796200e+02,1.719176779999999667e+02
1.146999999999999964e-01,2.464999999999999969e-01,5.805333333333333456e-01,1.285700000000000065e+00,1.915599999999999969e+00,3.142200000000000326e+00,9.991600000000000037e+00,1.059586249999999907e+01,1.308252222222222194e+01,1.386663000000000068e+01,1.528039090909090980e+01,1.904309999999999903e+01,1.975911538461538441e+01,1.981949285714285480e+01,2.026077333333332930e+01,2.267887500000000145e+01,2.589280588235293834e+01,2.971413888888888977e+01,3.145345789473683951e+01,3.894189500000000237e+01,4.105405238095238474e+01,4.318526818181818783e+01,4.584803478260869269e+01,5.122229583333333380e+01,5.935952799999999741e+01,6.586079615384616659e+01,7.269732222222221196e+01,7.520170000000000243e+01,8.040789655172412154e+01,7.254398333333332971e+01,6.734996129032258239e+01,6.573889062500001046e+01,6.698972424242425916e+01,7.338766764705881940e+01,8.499152000000000839e+01,8.747247222222222263e+01,9.472053513513513678e+01,1.025116131578947432e+02,1.029026974358974655e+02,1.051393649999999980e+02,1.088982780487804973e+02,1.155930571428571056e+02,1.219841186046511723e+02,1.282767431818182047e+02,1.325425555555555093e+02,1.409014086956521794e+02,1.487803319148936509e+02,1.582701416666666603e+02,1.641002306122448999e+02,1.706686520000000087e+02
1.250000000000000000e-01,2.676000000000000045e-01,6.320333333333333359e-01,1.356675000000000075e+00,2.032560000000000144e+00,3.273916666666666586e+00,1.527194285714285726e+01,1.585311250000000172e+01,1.683353333333333524e+01,1.863780999999999821e+01,2.105253636363636360e+01,2.838343333333332907e+01,3.342766153846153543e+01,3.611134285714285852e+01,4.402961333333333727e+01,4.641806250000000489e+01,4.742003529411764617e+01,5.439087222222222096e+01,5.534049473684210341e+01,5.827603999999998763e+01,6.014321904761905557e+01,5.874793636363635585e+01,6.535220434782608834e+01,6.940458333333332064e+01,7.325476799999999855e+01,7.611179615384615715e+01,7.834452962962961919e+01,8.132518928571428773e+01,8.179892068965516216e+01,8.023520333333334520e+01,7.936368709677418565e+01,8.140943437499998936e+01,8.112513030303031769e+01,8.207198823529411413e+01,8.185246857142855959e+01,8.209645833333333087e+01,8.842009729729730338e+01,8.508769999999999811e+01,8.467238974358973280e+01,9.354880749999999523e+01,9.533258292682927504e+01,9.708839523809521665e+01,1.115678558139534857e+02,1.239779818181818030e+02,1.294965777777778158e+02,1.397539391304347873e+02,1.526069574468085079e+02,1.622518520833333184e+02,1.707373408163265651e+02,1.761078540000000316e+02
1.155999999999999944e-01,2.483500000000000152e-01,5.705333333333333368e-01,1.283025000000000082e+00,1.850880000000000081e+00,2.534299999999999997e+00,5.869971428571427730e+00,1.292332500000000195e+01,1.317041111111111285e+01,1.441080999999999790e+01,1.616430000000000078e+01,1.977472500000000011e+01,2.470614615384615576e+01,2.699545714285714482e+01,3.079929333333333119e+01,3.357438750000000027e+01,3.437295882352941589e+01,3.615114444444444075e+01,3.723283157894736206e+01,4.226419500000000085e+01,3.962395714285715087e+01,4.070100909090908914e+01,4.443820434782608686e+01,4.680470833333333758e+01,4.814455599999999436e+01,5.013150384615384070e+01,5.333490000000000464e+01,5.581773928571427490e+01,6.361232068965517072e+01,6.700795999999998287e+01,6.569316129032257834e+01,6.788701250000001153e+01,6.968501212121211097e+01,7.172506470588234606e+01,7.384978571428571570e+01,6.639021944444444046e+01,6.654624324324323936e+01,5.957459473684210849e+01,5.636124615384616732e+01,5.531461000000001604e+01,5.633466341463414295e+01,5.779026190476189839e+01,6.119958372093022092e+01,6.419560681818181536e+01,6.733966222222221631e+01,7.064471956521738605e+01,7.409674468085108856e+01,8.976053749999999809e+01,1.009249428571428524e+02,1.085218640000000221e+02
